,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_r2,split1_test_r2,split2_test_r2,split3_test_r2,split4_test_r2,mean_test_r2,std_test_r2,rank_test_r2,split0_test_neg_mean_squared_error,split1_test_neg_mean_squared_error,split2_test_neg_mean_squared_error,split3_test_neg_mean_squared_error,split4_test_neg_mean_squared_error,mean_test_neg_mean_squared_error,std_test_neg_mean_squared_error,rank_test_neg_mean_squared_error
10,0.0386042594909668,0.001160215378796901,0.0018010616302490234,0.0007503825840636401,,sqrt,2,2,100,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100}",-1.6057644799501105,0.14634998869570437,0.3632918152350797,0.17061196147216673,0.5460391754891256,-0.07589430781160685,0.7785045048106902,193,-258.51789405585043,-181.3920909020498,-187.67610454130792,-80.74758113370979,-107.0338744013417,-163.0735090068519,63.19570845232688,202
11,0.07320628166198731,0.0012580763053397016,0.002672147750854492,0.0005658231254348942,,sqrt,2,2,200,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 200}",-1.9327993049969874,0.1297730083645049,0.4145533620680927,0.27420524805219315,0.606597065119824,-0.10153412427847455,0.9290867884762042,216,-290.9630190487511,-184.91453345262636,-172.56625099680903,-70.66194338099265,-92.75566975730369,-162.37228332729657,77.98064717475138,199
12,0.018503093719482423,0.0004475252919672811,0.0009997367858886718,4.6231077741778654e-07,,sqrt,2,5,50,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 50}",-1.9903143590046262,0.16052921390260855,0.4273422028593735,0.22075530270365873,0.5426771960544098,-0.12780208869691514,0.9414145535239697,242,-296.6690875568489,-178.37914733783472,-168.79661228517108,-75.86572447998701,-107.82655444139361,-165.50742522024706,75.81899368118039,211
13,0.03879556655883789,0.001868539150248508,0.0014002799987792968,0.0004891643556930479,,sqrt,2,5,100,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100}",-1.9502715151905514,0.22339070926669902,0.3391345235863401,0.3838041404362159,0.6929027701051198,-0.06220787435923532,0.9567178670760069,181,-292.69643702205457,-165.02170818791913,-194.79670782769043,-59.991611710123465,-72.4067024263262,-156.98263343482276,85.40856377476909,181
14,0.07703847885131836,0.0014947106398709117,0.0027983665466308595,0.00039913997192373075,,sqrt,2,5,200,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 200}",-1.5628291117431092,0.19347196406924405,0.4286289794801499,0.22274156992420602,0.5477869561225215,-0.034039928429397535,0.7755617071614156,164,-254.25827617603386,-171.37914235492633,-168.41732200843103,-75.67234542688533,-106.6217865675566,-155.26977450676662,61.53612052634229,176
15,0.017639970779418944,0.0004756634237814573,0.001110982894897461,0.00019694814329193917,,sqrt,2,10,50,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 50}",-1.4876050356606179,0.1621606295402075,0.3876807580638092,0.04861322412074898,0.2689463584849737,-0.12404081309017567,0.6909885606592945,236,-246.79529558788985,-178.03248782900133,-180.48721975311165,-92.62513721708362,-172.3662030327651,-174.06126868397033,48.95307723556283,253
16,0.036435699462890624,0.0007861377309090383,0.0015999317169189454,0.0004898149786450873,,sqrt,2,10,100,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 100}",-1.760017122411817,0.17120860344708433,0.39223564035021885,-0.07660082108590172,0.5633897618796703,-0.14195678756414903,0.8370589604731822,256,-273.8212987144763,-176.10988385352906,-179.1446226503695,-104.81572932201755,-102.94299169903775,-167.36690524788602,62.62712261809501,218
17,0.0722078800201416,0.002480507535872034,0.0028009414672851562,0.0003999546529293773,,sqrt,2,10,200,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 200}",-1.7694803925979068,0.045307616978934484,0.3755762651970217,-0.0733299867735917,0.4801811296523899,-0.18834907350863048,0.8164245841105913,294,-274.76014974963834,-202.86258446814622,-184.0551400705259,-104.49728735427831,-122.56173809751428,-177.74737994802064,60.816231339793916,280
18,0.01850137710571289,0.0006350276522549158,0.0010010242462158204,1.1641078582509711e-06,,sqrt,4,2,50,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 50}",-1.5246325862417942,0.21802299279756743,0.2988278077283665,-0.20456444413500363,0.4836591372370047,-0.14573741852277186,0.7253843676478272,258,-250.46879888104837,-166.1622942604449,-206.67751539398674,-117.27401489442764,-121.74170119811954,-172.46486492560544,50.8206863929943,236
19,0.035700321197509766,0.0008706873242303615,0.0017041206359863282,0.0006012107210799147,,sqrt,4,2,100,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 100}",-1.3928960988205454,0.09686414973595647,0.2764954733480115,-0.12030618204422217,0.45411720748429785,-0.1371450900593003,0.6561469483781864,252,-237.3992219639863,-191.90733682260662,-213.26019427594014,-109.07079693334241,-128.70703174648,-176.06891634847108,49.24905932523467,267
20,0.06966381072998047,0.0008778151492228167,0.0026007175445556642,0.000489921775514268,,sqrt,4,2,200,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 200}",-1.458590886164024,0.12609573008216735,0.3178168582902652,-0.0671917689624808,0.4074522571171363,-0.13488356192738718,0.681756446396257,250,-243.9168018163328,-185.69591831484027,-201.08030285036145,-103.89968259306323,-139.70959004415965,-174.8604591237515,48.671719200976874,258
21,0.01850237846374512,0.0006335813142601871,0.0009995460510253905,5.352483825837052e-07,,sqrt,4,5,50,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 50}",-1.430978933581958,0.20266891422932976,0.40110615925483784,-0.040900349697615024,0.4496517697167518,-0.08369048801573076,0.6954855299480585,202,-241.17742000066605,-169.42488241540974,-176.529948498044,-101.3400019471036,-129.75988274011695,-163.64642712026807,47.41480577540517,204
22,0.03697657585144043,0.0008426254575618987,0.0016018867492675782,0.0004915095872361703,,sqrt,4,5,100,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 100}",-1.7004250945949648,0.07404897454151682,0.3356106338219591,-0.026932898074705003,0.39901333631105773,-0.18373700959902725,0.7746875280478112,288,-267.90917363476643,-196.7553333996731,-195.83540957463936,-99.98015844712498,-141.69930003865952,-180.4358750189727,56.79558596826575,294
23,0.07171092033386231,0.0015305549127274875,0.002700471878051758,0.0003977911671770657,,sqrt,4,5,200,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 200}",-1.3770806989947135,0.10624302497672633,0.32328035425183577,-0.03476973543052386,0.41085373164182926,-0.1142946647109692,0.6506677171558655,228,-235.8301761472655,-189.91441962269545,-199.4698827807289,-100.74313745191495,-138.90759793955982,-172.9730427884329,47.576729081310006,242
24,0.017901849746704102,0.0001985895615056411,0.0010002613067626952,2.86102294921875e-07,,sqrt,4,10,50,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 50}",-1.496311907518698,0.1148014330412176,0.21692611575772347,0.07896037855816096,0.44516099993078306,-0.1280925960461626,0.6959238643329442,245,-247.65910434492997,-188.09584349307167,-230.81885811925343,-89.67059820605361,-130.81870646076425,-177.41262212481456,59.616409258637724,276
25,0.035773181915283205,0.0009742439395424439,0.0017997264862060548,0.0003995477306281284,,sqrt,4,10,100,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 100}",-1.4842085598355688,0.12444915393369305,0.41933674285259903,-0.050542469940678236,0.35835898715286674,-0.12652122916741762,0.6993058762374263,238,-246.45833122128676,-186.04579928062958,-171.15630167676792,-102.27873972780479,-151.28469214017963,-171.44477280933376,46.96951377235079,231
26,0.07121186256408692,0.0014693103417930415,0.002200460433959961,0.00039978041562412737,,sqrt,4,10,200,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 200}",-1.3272189343777505,0.08199868182079895,0.2919084897380396,-0.1142653866580059,0.4781452604247064,-0.11788637781044231,0.6364963359298599,232,-230.88339047961662,-195.06610009989845,-208.71705356481547,-108.48267702697574,-123.04175081986367,-173.238194398234,48.520378243125386,246
27,0.019902372360229494,0.002152517628630696,0.0010007858276367188,1.519906754542277e-06,,log2,1,2,50,"{'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 50}",-0.7505521620804354,0.2512430702621298,0.5641643370878003,0.7171607912756784,0.6627868049010366,0.28896056828924194,0.5442146500718166,13,-173.67227999999997,-159.10336000000004,-128.46692,-27.53666666666666,-79.5073777777778,-113.6573208888889,53.79488397976984,19
28,0.03660340309143066,0.0003751597185418414,0.0015999317169189454,0.0004899990934473083,,log2,1,2,100,"{'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",-0.7375715149682496,0.23393562049978822,0.6280650359614601,0.6531668653309661,0.6942445805843543,0.2943681174816638,0.5419488633288169,10,-172.38447000000002,-162.78102,-109.63155000000003,-33.766988888888896,-72.09033333333335,-110.13087244444446,52.775606290567225,12
29,0.07585549354553223,0.0026884224998846196,0.0029996395111083984,2.8234236417937207e-06,,log2,1,2,200,"{'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200}",-0.6326348906360251,0.22465923102263652,0.6503877391776359,0.6295670016484911,0.7052935673892555,0.31545452972039884,0.5039719655627837,6,-161.97370750000002,-164.75215999999998,-103.05171000000004,-36.06462499999999,-69.48522777777777,-107.06548605555554,50.62049706204738,5
30,0.018905162811279297,0.000661320777090975,0.0011978626251220703,0.0004015986524265699,,log2,1,5,50,"{'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 50}",-1.604773444168364,0.14089247631624158,0.5448308990557265,0.3154897788297588,0.5136169523949625,-0.017988667514334943,0.8066854925056258,150,-258.41957339594336,-182.55175770756185,-134.16564419433408,-66.64256301417929,-114.67831411309882,-151.29157048502347,65.19645798989336,157
31,0.03870387077331543,0.0011683570988836474,0.0017013072967529297,0.0003989617712930486,,log2,1,5,100,"{'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100}",-1.6678650855382182,0.16034806470216,0.5284106552068892,0.2620629808736896,0.5848690579398599,-0.026434865363123894,0.8359375666033129,161,-264.6788951362466,-178.41763973143802,-139.00567527121734,-71.84409052876646,-97.87865100573526,-150.36499033468073,67.68160980702736,154
32,0.07661194801330566,0.0034156747426908936,0.0027991294860839843,0.0004003534435135175,,log2,1,5,200,"{'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 200}",-1.4963425456372357,0.23635295826789837,0.4863418853139313,0.27202696494068135,0.639575595764561,0.027590971729967294,0.7759744155478622,119,-247.6621439526701,-162.26735989765427,-151.40586588486562,-70.87401672194798,-84.98006508751129,-143.43789030892987,63.187919236087396,127
33,0.01880049705505371,0.000400193777247653,0.0011015892028808593,0.00020118129846170106,,log2,1,10,50,"{'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 50}",-1.566832887924198,0.10103133829416233,0.44114236149192654,-0.0319616834135128,0.45422425003711375,-0.12047932430290162,0.7476020457044042,233,-254.65549081095963,-191.02185092587345,-164.72887752663976,-100.46975105430818,-128.6817934912494,-167.9115527618061,53.20920356693816,220
34,0.03506402969360352,9.6555156373485e-05,0.0013991355895996093,0.000491268377873568,,log2,1,10,100,"{'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 100}",-1.5929382094780093,0.10251024219403027,0.27382768207983654,-0.11034605820738563,0.39611643369580984,-0.18616598194314368,0.7237040425318103,291,-257.24539976231324,-190.70759863619054,-214.04655243014741,-108.10109895090669,-142.3823252997213,-182.49659501585583,52.524372769085836,303
35,0.07483091354370117,0.0034512735538387834,0.002599143981933594,0.0008005026637432108,,log2,1,10,200,"{'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 200}",-1.7887647477033743,0.18594669884544024,0.38342962537329883,0.06214646054258888,0.5212736402568093,-0.12719366453704745,0.8456915541903541,239,-276.6733506196517,-172.97818596233242,-181.74028362496648,-91.30756805137214,-112.87303726389452,-167.11448510444345,64.71516873194948,217
36,0.01903853416442871,0.0009386220928540062,0.0012004375457763672,0.0004005443198324984,,log2,2,2,50,"{'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 50}",-1.6902850649332555,0.2905528218518214,0.3346672955774984,0.2875187690994295,0.39481830780430993,-0.07654557412003926,0.8078043272880767,194,-266.90318129202825,-150.75043088470647,-196.1134679555766,-69.3657652701469,-142.68839453769493,-165.16424798803064,65.11364859888062,210
37,0.039389181137084964,0.003180352531248043,0.001502227783203125,0.00044606563789844494,,log2,2,2,100,"{'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100}",-1.6417128398797156,0.1185070213315137,0.3726027325525012,0.22161970650763618,0.5776579881093244,-0.07026507827574804,0.800776610353966,187,-262.08433084446654,-187.30844303726667,-184.93161855282477,-75.78156783309606,-99.57886102577929,-161.93696425868663,67.1017830875485,197
38,0.08649482727050781,0.012628929557981446,0.003604698181152344,0.0004939818101430253,,log2,2,2,200,"{'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 200}",-1.6427329222964078,0.18639823755746376,0.42202438430214295,0.32494241907404775,0.6302471752698526,-0.015824141218580133,0.826192156623315,149,-262.18553322102656,-172.88223850141452,-170.36409248310036,-65.72227263187727,-87.1794993419303,-151.6667272358698,70.08444577858077,160
39,0.01810007095336914,0.00041437364145297906,0.001001453399658203,3.437198885143299e-06,,log2,2,5,50,"{'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 50}",-1.5182402759795361,0.08497894075332568,0.47817126430744694,0.4727055181505908,0.47213576044736705,-0.002049758464161133,0.7729507603491678,134,-249.83461777992974,-194.43282487932584,-153.81423813273696,-51.336349183511615,-124.45865737007635,-154.7753374691161,66.67628091399835,171
40,0.037542104721069336,0.0016984527190383955,0.0015692710876464844,0.00046844281959570734,,log2,2,5,100,"{'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100}",-1.9022723997560154,0.09300688540772795,0.3858114914407509,0.10728853673003769,0.5029142014389073,-0.16265025694771834,0.884115271243666,274,-287.93444477979426,-192.72696691971188,-181.0382047829243,-86.91262468329533,-117.20178494962653,-173.16280522307048,69.5529108245612,245
41,0.0735283374786377,0.0016839430984527837,0.002799510955810547,0.00039947068146952217,,log2,2,5,200,"{'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 200}",-1.7856384840626056,0.17907749657080263,0.5014209419985014,0.20701427245415038,0.5690515030834549,-0.06581485399113926,0.8737291403804748,184,-276.3631940038511,-174.43782275367016,-146.96116313652175,-77.20352404230333,-101.60807893965654,-155.3147565752006,69.38871703350536,177
42,0.01881580352783203,0.0007344109997484279,0.0012004375457763672,0.00040042407103115196,,log2,2,10,50,"{'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 50}",-2.644405919985964,0.1097980375412857,0.38600414588612975,0.24067284529357647,0.4985655947775426,-0.28187305929748596,1.188542505955507,322,-361.5615113218075,-189.15901500285221,-180.98141795860442,-73.9265918767266,-118.22708976467273,-184.7711251849327,97.98272837869702,314
43,0.037786102294921874,0.003106153807543513,0.0019646167755126955,0.00014738020681410646,,log2,2,10,100,"{'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 100}",-1.9352857255559388,0.027755841571467044,0.37606001390487587,-0.22490312856309203,0.5286279737232187,-0.24554900498389384,0.8849948861928337,316,-291.20969683240463,-206.59216122447896,-183.9125503013988,-119.2541490351672,-111.13904886214779,-182.4215212511195,65.56312673021054,302
